id,OrderableName,DosageForm,IvFlag,InactiveDate,DayOrDoseLimit,DefaultMedRoute,ScheduleType,Schedule,Synonym,FormularyStatus,AlertMsg,PatientInstructions,AssociatedImmunization,MedRoutes
2101,ZZ LOPERAMIDE (PYXIS),"CAP,ORAL",,"JUN 3,2018",30D,,,UD,[],,[],PRN F DIARRHEA (MAX 8 CAPS/DAY),,[]
2102,ZZ LORAZEPAM (PYXIS),TAB,,"MAY 24,2018",,ORAL,,QDAY,[],,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",,,[]
2103,ZZ MAGNESIUM OXIDE (PYXIS),TAB,,"MAY 24,2018",,,,QDAY,[],,[],,,[]
2104,ZZ MECLIZINE (PYXIS)/,TAB,,"JUN 3,2018",30D,,,QDAY,[],,[],,,[]
2105,ZZ METOPROLOL TARTRATE (PYXIS),TAB,,"JUN 3,2018",30D,,,QDAY,[],,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",,,[]
2106,ZZ NITROGLYCERIN 2% (PYXIS),"OINT,TOP",,"MAY 5,2014",,,,BID,[],,[],,,[]
2107,ZZ NITROGLYCERIN (PYXIS),"TAB,SUBLINGUAL",,"JUN 17,2018",,ORAL SUBLINGUAL,,UD FCP,[],,[],*MAY REPEAT EVERY 5 MINUTES (MAX 3 TABLETS/15 MIN)*,,[]
2108,ZZ OMEPRAZOLE (PYXIS),"CAP,EC",,"JUN 17,2018",,,,QDAY,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2109,ZZ OLANZAPINE (PYXIS),TAB,,"MAY 24,2018",,,,QDAY,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2110,ZZ OXYCODONE/APAP 5MG/325MG (PYXIS),TAB,,"JUN 3,2018",3D,ORAL,,Q6H,[],,"[""LOOK ALIKE SOUND ALIKE""]",PRN F PAIN,,[]
2111,ZZ PHENYTOIN (PYXIS),"CAP,SA",,"JUN 3,2018",,,,BID,[],,[],,,[]
2112,ZZ POTASSIUM CHLORIDE (PYXIS),"TAB,SA",,"JUN 3,2018",,,,QDAY,[],,[],,,[]
2113,ZZ POTASSIUM CHLORIDE (PYXIS),"PWDR,RENST-ORAL",,"JUN 3,2018",,,,QDAY,[],,[],,,[]
2114,ZZ PROPOXYPHENE (PYXIS),TAB,,"DEC 16,2009",,,,Q6H,[],,[],PRN F PAIN,,[]
2115,ZZ SIMETHICONE (PYXIS),"TAB,CHEWABLE",,"MAY 31,2018",,,,TID,[],,[],PRN FOR UPSET STOMACH OR GAS,,[]
2116,HYDROCORTISONE 1%,"OINT,TOP",,,30D,TOPICAL,,BID,"[""CORTISONE""]",,[],FOR ITCHING OR INFLAMMATION,,[]
2117,FLUOCINONIDE 0.05%,"CREAM,TOP",,,,TOPICAL,,BID,"[""LIDEX""]",,[],,,[]
2118,TACROLIMUS 0.1%,"OINT,TOP",,,,TOPICAL,,BID,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2119,ZZ SUNSCREEN PABA-FREE,"LOTION,TOP",,"AUG 26,2010",,,,,[],,[],,,[]
2120,SUNSCREEN SPF-55,"LOTION,TOP",,,,TOPICAL,,,[],,[],TO PROTECT FROM SUN,,[]
2121,TRETINOIN 0.05%,"CREAM,TOP",,,7D,TOPICAL ACNE,,DAILY,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2122,TRETINOIN 0.025%,"CREAM,TOP",,,30D,TOPICAL ACNE,,QDAY,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2123,PILOCARPINE 2%,"SOLN,OPH",,,30D,OPHTHALMIC,,QID,[],,"[""LOOK ALIKE SOUND ALIKE""]",FGL,,[]
2124,PILOCARPINE 4%,"SOLN,OPH",,,30D,OPHTHALMIC,,QID,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2125,PHENYLEPHRINE 10%,"SOLN,OPH",,,30D,OPHTHALMIC,,,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
2126,SILVER SULFADIAZINE 1% (400GM),"CREAM,TOP",,,30D,TOPICAL,,TID,"[""SILVADENE"", ""THERMAZENE""]",,"[""LOOK ALIKE SOUND ALIKE""]",TO HELP HEAL BURNS,,[]
2127,ZZ SILVER SULFADIAZINE 1% (20GM),"CREAM,TOP",,"OCT 30,2012",,TOPICAL,,BID,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2128,FLUOCINONIDE 0.05%,"OINT,TOP",,,30D,TOPICAL,,BID,"[""LIDEX""]",,[],,,[]
2129,TRIAMCINOLONE 0.025% (80GM),"OINT,TOP",,,30D,TOPICAL,,BID,[],,[],,,[]
2130,CLOBETASOL PROPIONATE 0.05% (15GM),"OINT,TOP",,,30D,TOPICAL,,BID,"[""TEMOVATE""]",,[],,,[]
2131,ERYTHROMYCIN 0.5% (1GM),"OINT,OPH",,,30D,OPHTHALMIC,,BID,[],,[],FINF,,[]
2132,BUDESONIDE/FORMOTEROL 80/4.5MCG,"INHL,ORAL",,,30D,ORAL INHALATION,,BID,"[""SYMBICORT""]",,[],,,[]
2133,BUDESONIDE/FORMOTEROL 160/4.5MCG,"INHL,ORAL",,,30D,ORAL INHALATION,,BID,"[""SYMBICORT""]",,[],,,[]
2134,ZZ ACETAMINOPHEN/COD 300MG/30MG (PYXIS),TAB,,"JUN 3,2018",,,,Q6H,[],,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",PRN F PAIN,,[]
2135,ZZ HYDROCODOONE/ACETAMINOPHEN 10MG/500MG,TAB,,"SEP 6,2018",,ORAL,,Q6H,[],N/F,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",PRN F PAIN,,[]
2136,ZZ TRAVOPROST,OPH,,"SEP 14,2010",,OPHTHALMIC,FILL ON REQUEST,QHS,[],,[],F GLAUCOMA,,[]
2137,MINERAL OIL/PETROLATUM,"OINT,OPH",,,30D,OPHTHALMIC TOPICAL,,QHS PRN,[],N/F,[],F DRY EYES,,[]
2138,SEVELAMER CARBONATE 0.8GM/PKT,"PWDR,RENST-ORAL",,,30D,ORAL,,TID,"[""RENVELA""]",,[],TO LOWER PHOSPHATE,,[]
2139,CLOBETASOL PROPIONATE 0.05%,"CREAM,TOP",,,,TOPICAL,,BID,[],,[],F RASH/INFLAMMATION,,[]
2140,IPRATROPIUM 0.5MG/ALBUTEROL 3MG,"SOLN,INHL",,,30D,INHALATION,,Q4H,"[""ALBUTEROL"", ""DUONEB"", ""IPRATROPIUM""]",N/F,[],,,[]
2141,ZZ ALDACTAZIDE CMPD,SUSP,,"JUN 29,2011",,,,BID,[],,[],,,[]
2142,ZZ TRAVOPROST,"SOLN,OPH",,"OCT 18,2010",,OPHTHALMIC,,EVERY EVENING,[],N/F,[],FGL,,[]
2143,HISTRELIN,IMPLANT,,,,IMPLANT,,NOW,[],N/F,"[""HAZARDOUS"", ""HIGH RISK HIGH ALERT""]",. USE YEARLY &#92 ADMINISTERED IN CLINIC,,[]
2144,AMOXICILLIN/CLAVULANATE 500MG/125MG,TAB,,,7D,ORAL,,BID,"[""AUGMENTIN 500MG""]",,[],FOR INFECTION UNTIL ALL TAKEN.,,[]
2145,DICLOFENAC 1%,"GEL,TOP",,,30D,TOPICAL,,BID,"[""VOLTAREN""]",,[],FPA,,[]
2146,CARBI 37.5/ENTACAPONE 200/LEVO 150MG,TAB,,,30D,ORAL,,DAILY,"[""STALEVO""]",N/F,[],,,[]
2147,CERAVE,"LIQUID,TOP",,,,TOPICAL,,BID,[],N/F,[],,,[]
2148,ALBUTEROL 0.5% NEB,"SOLN,INHL",,,30D,INHALATION,,Q6H,"[""PROVENTIL NEB"", ""VENTOLIN NEB""]",,[],F SHORTNESS OF BREATH OR WHEEZING,,[]
2149,METHYLPREDNISOLONE ACETATE 40MG/ML,"INJ,SUSP",,,30D,INTRAMUSCULAR,,Q8H,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,"[""INTRAMUSCULAR""]"
2150,CROMOLYN 100MG/5ML,"SOLN,CONC",,,,ORAL,,QID,"[""GASTROCROM""]",N/F,[],,,[]
2151,ZZ ACETAMINOPHEN 100S,TAB,,"FEB 9,2016",,,,Q4H,[],,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",PRN FPA OR FEVER MAX8,,[]
2152,DEXTROSE 5% IN WATER,"INJ,SOLN",,,30D,INTRAVENOUS,,AS DIRECTED,"[""D5W""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
2153,ZZ SODIUM CHLORIDE 0.9% (ADV),"INJ,SOLN",,"APR 28,2014",,IV PIGGYBACK,,,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
2154,ZZ DEXTROSE 5% IN WATER (ADV),"INJ,SOLN",,"APR 28,2014",,IV PIGGYBACK,,,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
2155,ZZ PEGINTERFERON ALPHA 2A 180MCG,INJ,,"OCT 20,2010",,SUBCUTANEOUS,,WEEKLY,[],,[],,,[]
2156,PEGINTERFERON,"INJ,SOLN",,,,SUBCUTANEOUS,,WEEKLY,[],,[],,,[]
2157,RIBAVIRIN,TAB,,"JUN 30,2023",,ORAL,,DAILY,[],,"[""HAZARDOUS"", ""LOOK ALIKE SOUND ALIKE""]",- TAKE WITH FOOD,,[]
2158,VARDENAFIL,TAB,,,,ORAL,,DAILY,"[""LEVITRA""]",N/F,[],,,[]
2159,RIBAVIRIN,"CAP,ORAL",,,,ORAL,,BID,[],N/F,"[""HAZARDOUS"", ""LOOK ALIKE SOUND ALIKE""]",,,[]
2160,PEGYLATED INTERFERON ALPHA 2-A,"INJ,SOLN",,,,SUBCUTANEOUS,,Q WEEKLY,"[""PEGASYS""]",N/F,[],,,[]
2161,ZZ COENZYME Q10,LIQUID,,"APR 15,2018",,,,QDAY,[],N/F,[],F NUTRITIONAL SUPPLEMEMENT,,[]
2162,BETAMETHASONE DIPROPIONATE 0.05%,LOTION,,,,TOPICAL,,BID,[],N/F,[],,,[]
2163,METHYLPREDNISOLONE ACETATE 40MG/ML (NB),"INJ,SUSP",,,,INTRAMUSCULAR,,NOW,[],,"[""LOOK ALIKE SOUND ALIKE""]",&#92 GIVEN IN CLINIC,,[]
2164,AMINO ACIDS 5% / DEXTROSE 20%,"INJ,SOLN",,,30D,INTRAVENOUS,,DAILY,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
2165,AZELASTINE 0.15%,"INHL,NASAL",,,,NASAL,,BID,"[""ASTEPRO""]",,[],F ALLERGIES,,[]
2166,ZZ GLUCOSE/KETONE TEST,TEST STRIP,,"SEP 4,2018",,,,,[],N/F,[],F TESTING,,[]
2167,"FACTOR VIIA,RECOMBINANT",INJ,,,30D,INTRAVENOUS,,AS DIRECTED,[],N/F,[],,,[]
2168,ZZ AMLODIPINE 1MG/ML,"SOLN,ORAL",,"MAY 28,2020",,ORAL,,DAILY,[],,"[""LOOK ALIKE SOUND ALIKE""]",FBP,,[]
2169,ZZ LISINOPRIL 1MG/ML,"SOLN,ORAL",,"JUN 16,2020",,ORAL,,DAILY,[],,[],FBP,,[]
2170,ZZ METOPROLOL 10MG/ML,"SOLN,ORAL",,"AUG 13,2020",,ORAL,,BID,[],,"[""HIGH RISK HIGH ALERT""]",FBP,,[]
2171,INSULIN ASPART MIX 70/30,INJ,,,30D,SUBCUTANEOUS,,BID,[],,"[""HIGH RISK HIGH ALERT""]",TO CONTROL DIABETES,,[]
2172,GLIPIZIDE,TAB,,,30D,ORAL,,BID,"[""GLUCOTROL""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FDM,,[]
2173,ZZ PSEUDOEPHEDRINE (CHINLE),TAB,,"JAN 24,2012",,,,,[],,"[""LOOK ALIKE SOUND ALIKE""]",PRN F CONGESTION,,[]
2174,LEUPROLIDE (NB),"INJ,SUSP,LA",,"SEP 30,2021",,INTRAMUSCULAR,,Q 3 MONTH,[],,[],&#92 GIVEN IN CLINIC,,[]
2175,LEUPROLIDE 3.75MG (NB),"INJ,SUSP,SA",,,,INTRAMUSCULAR,,Q MONTH,[],,[],&#92 GIVEN IN CLINIC,,[]
2176,LEUPROLIDE 7.5MG (NB),"INJ,SUSP,SA",,,,INTRAMUSCULAR,,Q MONTH,[],,[],&#92 GIVEN IN CLINIC,,[]
2177,ZZ DEXAMETHASONE INJ FOR ORAL USE (NB),"INJ,SOLN",,"OCT 17,2014",,ORAL INTRAVENOUS,,,[],,"[""LOOK ALIKE SOUND ALIKE""]",F CROUP,,[]
2178,SERTRALINE 20MG/ML,"SOLN,ORAL",,,,ORAL,,DAILY,"[""ZOLOFT""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",F DEPRESSION,,[]
2179,NICOTINE 21MG/24HR,PATCH,,,30D,TRANSDERMAL,,Q24H,"[""NICODERM""]",,[],"REMOVE OLD PATCH. APPLY NEW PATCH TO DRY, CLEAN, HAIRLESS SKIN",,[]
2180,NICOTINE 14MG/24HR,PATCH,,,30D,TRANSDERMAL,,Q24H,"[""NICODERM""]",,[],"REMOVE OLD PATCH. APPLY NEW PATCH TO DRY, CLEAN, HAIRLESS SKIN",,[]
2181,HYALURONATE NA 20MG/2ML,INJ,,,,INTRA-ARTICULAR,,,[],N/F,[],,,[]
2182,DUTASTERIDE,"CAP,ORAL",,,,,,QDAY,[],N/F,"[""HAZARDOUS""]",F PROSTATE,,[]
2183,DOXORUBICIN 2MG/ML,INJ,,,,INTRAVENOUS,,BIW,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2184,CROMOLYN 4%,"SOLN,OPH",,,30D,OPHTHALMIC,,DAILY,[],N/F,[],,,[]
2185,ZZ METAPROTERENOL (ORX),SYRUP,,"APR 10,2018",,,,DAILY,[],N/F,[],&#92,,[]
2186,ZZ METAPROTERENOL (ORX),TAB,,"DEC 21,2010",,,,DAILY,[],N/F,[],,,[]
2187,ZZ PIRBUTEROL (ORX),"INHL,ORAL",,"SEP 4,2018",,INHALATION,,BID,[],N/F,[],&#92,,[]
2188,PREDNISOLONE,TAB,,,,ORAL,,DAILY,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2189,ZZ ZILEUTON (ORX),"TAB,SA",,"DEC 21,2010",,,,,[],N/F,[],,,[]
2190,ZZ ZILEUTON,"TAB,SA",,"SEP 16,2018",,,,BID,[],N/F,[],&#92,,[]
2191,ZZ MINERAL OIL/PETROLATUM 227GM,"CREAM,TOP",,"JUN 18,2012",,TOPICAL,,BID,[],,[],FOR DRY SKIN,,[]
2192,ZZ LABETALOL (PYXIS),TAB,,"MAY 7,2014",,,,BID,[],,"[""LOOK ALIKE SOUND ALIKE""]",FBP,,[]
2193,FERROUS SULFATE 15MG/ML,"DROPS,ORAL",,"NOV 15,2018",30D,ORAL,,TID,[],N/F,[],,,[]
2194,POLYSACCHARIDE IRON COMPLEX 15MG/ML,"DROPS,ORAL",,,30D,ORAL,,BID,"[""NOVAFERRUM""]",,[],WITH FOOD FFE,,[]
2195,SELEGILINE,"CAP,ORAL",,"SEP 25,2019",30D,ORAL,,BID,"[""ELDEPRYL""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2196,LIDOCAINE 2%,INJ,,,30D,IV PUSH,,AS DIRECTED,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
2197,ZZ ERYTHROMYCIN (PYXIS),TAB,,"MAY 29,2018",,,,QID,[],,[],,,[]
2198,ZZ NITROFURANTOIN (PYXIS),"CAP,SA",,"JUN 3,2018",,,,BID,[],,[],,,[]
2199,ZZ SPIRON,SUSP,,"JUL 13,2011",,,,,[],N/F,[],,,[]
2200,CLINDAMYCIN 2%,"CREAM,VAG",,,30D,VAGINAL,,HS,"[""CLEOCIN""]",,[],,,[]
2201,NITROGLYCERIN 0.2MG/HR,PATCH,,,30D,TRANSDERMAL,,Q24H,[],,[],AND REMOVE IN THE EVENING,,[]
2202,POVIDONE IODINE 10%,"SOLN,TOP",,,30D,TOPICAL,,BID,"[""BETADINE""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2203,CLONIDINE 0.3MG/24HR,PATCH,,,30D,TRANSDERMAL,,Q WEEK,"[""CATAPRESS-TTS""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2204,CLONIDINE 0.1MG/24HR,PATCH,,,30D,TRANSDERMAL,,Q WEEK,"[""CATAPRESS-TTS""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2205,AZITHROMYCIN 1%,"SOLN,OPH",,,,OPHTHALMIC,,BID,[],N/F,[],FINF,,[]
2206,ZZ SAF-GEL,"GEL,TOP",,"SEP 4,2018",30D,TOPICAL,,UD,[],N/F,[],F BURNS,,[]
2207,ZZ PALIVIZUMAB (NB),"INJ,LYPHL",,"FEB 9,2011",,INTRAMUSCULAR,,Q MONTH,[],,[],FOR PROPHYLAXIS,,[]
2208,ZZ PALIVIZUMAB NB,"INJ,LYPHL",,"JUN 24,2018",,INTRAMUSCULAR,,Q MONTH,[],,[],PROPHYLAXIS FOR RSV,,[]
2209,ZZ MORPHINE SULFATE,TAB,,"FEB 10,2011",,,,,[],,"[""LOOK ALIKE SOUND ALIKE""]",FPA,,[]
2210,GLIPIZIDE,"TAB,SA",,,30D,ORAL,,QAM,"[""GLUCOTROL XL""]",N/F,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FDM,,[]
2211,BUPIVACAINE 0.5%,"INJ,SOLN",,,30D,INTRAVENOUS,,ONCE,[],,[],,,[]
2212,BUPIVACAINE 0.75%,"INJ,SOLN",,,30D,INTRAVENOUS,,ONCE,[],,[],,,[]
2213,OLANZAPINE,"TAB,RAPID DISINTEGRATE",,,30D,ORAL,,DAILY,"[""ZYPREXA""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2214,ZZ SENNA 176MG/5ML,"SYRUP,ORAL",,"JUN 16,2020",,,,,[],N/F,[],F CONSTIPATION,,[]
2215,OXYCODONE IR,TAB,,,3D,ORAL,,Q6H PRN,"[""OXYCONTIN""]",,"[""LOOK ALIKE SOUND ALIKE""]",FOR SEVERE PAIN,,[]
2216,GUAIFENESIN 100MG/5ML,"LIQUID,ORAL",,,30D,ORAL,,Q6H,"[""ROBITUSSIN""]",,"[""LOOK ALIKE SOUND ALIKE""]",F COUGH,,[]
2217,DIPHENHYDRAMINE 25MG/10ML,ELIXIR,,,30D,ORAL,,Q6H PRN,"[""BENADRYL""]",,"[""LOOK ALIKE SOUND ALIKE""]",FOR ALLERGIES OR ITCHING,,[]
2218,ALOH/MGOH/SIMETHICONE,"SUSP,ORAL",,,30D,ORAL,,QID PRN,"[""MAALOX""]",,[],F STOMACH UPSET,,[]
2219,ACETAMINOPHEN 325MG/10.15ML,"LIQUID,ORAL",,,30D,ORAL,,Q6H PRN,[],,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FOR PAIN OR FEVER,,[]
2220,ZZ VITAMIN A/VITAMIN D,"OINT,TOP",,"MAR 1,2011",,,,,[],,[],,,[]
2221,GLARGINE PEN-U 100,INJ,,,30D,SUBCUTANEOUS,,QHS,"[""GLARGINE"", ""INSULIN"", ""LANTUS"", ""SOLOSTAR""]",,[],FDM,,[]
2222,CEFDINIR 125MG/5ML,"PWDR,RENST-ORAL",,,7D,ORAL,,BID,"[""OMNICEF""]",,"[""CEFDINIR 125MG/5ML SUSP""]",FOR INFECTION,,[]
2223,ZZ OSELTAMAVIR (DO NOT USE),SUSP,,"DEC 19,2011",5D,,,BID,[],N/F,[],,,[]
2224,PREDNISOLONE 15MG/5ML,"SOLN,ORAL",,,30D,ORAL,,BID,"[""PRELONE""]",,"[""LOOK ALIKE SOUND ALIKE""]",-TAKE WITH FOOD,,[]
2225,UNKNOWN DRUG,MISCELLANEOUS,,,,,,AS DIRECTED,"["".UNKNOWN/MISCELLANEOUS DRUG"", ""MISCELLANEOUS"", ""UNKNOWN""]",,[],,,[]
2226,CEFAZOLIN (ANCEF) *PED*,INJ,,,7D,IV PIGGYBACK,,Q6H,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2227,ZZ TICARCILLIN/CLAVULANATE *PED*,INJ,,"APR 28,2014",4D,IV PIGGYBACK,,Q6H,[],,[],,,[]
2228,CLINDAMYCIN *PED*,"INJ,SOLN",,,7D,IV PIGGYBACK,,Q6H,[],,[],,,[]
2229,ZZ METHYLPREDNISOLONE 125MG/2ML,"INJ,SOLN",,"MAR 14,2011",7D,INTRAVENOUS,,Q6H,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2230,ZZ METHYLPREDNISOLONE 40MG/ML,"INJ,SOLN",,"MAR 14,2011",7D,INTRAVENOUS,,Q6H,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2231,ZZ GLYCOPYRROLATE (CMPD),"SUSP,ORAL",,"DEC 6,2012",,,,TID,[],N/F,[],,,[]
2232,SEVOFLURANE,"LIQUID,INHL",,,30D,INHALATION,,UD,[],,[],,,[]
2233,ZZ PHENAZOPYRIDINE (PYXIS),TAB,,"JUN 3,2018",,,,BID,[],,[],,,[]
2234,ZZ PENICILLIN (PYXIS),TAB,,"JUN 17,2018",,,,QID,[],,[],,,[]
2235,OSELTAMIVIR NB,"CAP,ORAL",,,,ORAL,,BID,[],,[],,,[]
2236,ZZ OFLOXACIN (PYXIS),"SOLN,OPH",,"MAY 24,2018",,OPHTHALMIC,,BID,[],,[],,,[]
2237,ZZ LIDOCAINE 2%,"INJ,SOLN",,"MAR 12,2014",,,,,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
2238,IOPROMIDE,"INJ,SOLN",,,30D,INTRAVENOUS,,ONCE,[],,[],,,[]
2239,INDIGO CARMINE 8MG/ML,INJ,,"DEC 10,2024",30D,INTRAVENOUS,,ONCE,[],,[],,,[]
2240,ZZ FLUTICASONE 44MCG (PYXIS),"INHL,ORAL",,"MAY 5,2014",,ORAL INHALATION,,BID,[],,[],,,[]
2241,ZZ DICLOXACILLIN (PYXIS),"CAP,ORAL",,"MAY 29,2018",,,,qid,[],,[],,,[]
2242,ZZ NEOMYCIN/POLYMIXIN/GRAMICIDIN (PYXIS),"SOLN,OPH",,"JUN 17,2018",,OPHTHALMIC,,QID,[],,[],,,[]
2243,ZZ HYDROCORTISONE/NEOM/POLYMYX B (PYXIS),"SUSP,OTIC",,"JUN 11,2012",,OPHTHALMIC,,Q6H,[],,[],,,[]
2244,ZZ CEPHALEXIN (PYXIS),"CAP,ORAL",,"JUN 17,2018",,,,TID,[],,[],,,[]
2245,ZZ ACYCLOVIR 200MG (PYXIS),"CAP,ORAL",,"JUN 3,2018",,,,5XD,[],N/F,[],,,[]
2246,PREDNISOLONE 15MG/5ML (NB),"SOLN,ORAL",,,,ORAL,,BID,"[""PRELONE""]",,"[""LOOK ALIKE SOUND ALIKE""]",&#92 GIVEN IN CLINIC,,[]
2247,ACETAMINOPHEN/HYDROCODONE 325MG/10MG,TAB,,,12D,ORAL,,Q6H PRN,"[""HYDROCODONE"", ""NORCO""]",N/F,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FPA MCD,,[]
2248,BUDESONIDE 0.25MG/2ML,"SUSP,INHL",,,30D,ORAL,,BID,"[""PULMICORT RESPULE""]",N/F,[],FOR BREATHING,,[]
2249,IBANDRONATE,TAB,,,,ORAL,,ONCE A MONTH,"[""BONIVA""]",N/F,[],F BONES,,[]
2250,ZZ AZITHROMYCIN 500MG,"INJ,PWDR",,"MAR 2,2014",,IV PIGGYBACK,,Q24H,[],,[],,,[]
2251,MAGNESIUM SULFATE (GM),"INJ,SOLN",,,30D,INTRAVENOUS,,ONCE,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
2252,MAGNESIUM SULFATE **TPN ONLY**,"INJ,SOLN",,,30D,INTRAVENOUS,,DAILY,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
2253,ZZ ZOLEDRONIC,"INJ,PWDR",,"MAY 21,2018",,INTRAVENOUS,,Q 6 MONTHS,[],N/F,[],,,[]
2254,SULFADIAZINE,TAB,,,,,,QDAY,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2255,ZZ CIPRO,INJ,,"APR 15,2011",,IV PIGGYBACK,,Q8H,[],N/F,[],,,[]
2256,CIPROFLOXACIN 400MG/200ML D5W,"INJ,SOLN",,,7D,IV PIGGYBACK,,Q12H,[],,[],,,[]
2257,ZZ CIPROFLOXACIN 50MG/ML SUSP (CMPD),"PWDR,RENST-ORAL",,"SEP 16,2020",,ORAL,,BID,"[""CIPRO""]",N/F,[],FINF,,[]
2258,ZZ LAMOTRIGINE,TAB,,"APR 2,2014",,,,QDAY,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2259,PRENATAL MULTIVITAMIN,CAP/TAB,,,30D,ORAL,,DAILY,"[""PNV""]",,[],,,[]
2260,THYROID,TAB,,,,ORAL,,QAM,"[""ARMOUR THYROID""]",N/F,[],FTH,,[]
2261,ACYCLOVIR,TAB,,,7D,ORAL,,5XD,"[""ZOVIRAX""]",N/F,[],,,[]
2262,CYPROHEPTADINE 2MG/5ML,SYRUP,,,30D,ORAL,,Q8H,"[""PERIACTIN""]",,[],MAY CAUSE DROWSINESS,,[]
2263,ZZ ACETIC ACID 3%,"SOLN,IRRG",,"AUG 3,2017",,,,,[],,[],,,[]
2264,DASATINIB,TAB,,,,ORAL,,QDAY,"[""SPRYCEL""]",N/F,"[""HAZARDOUS"", ""HIGH RISK HIGH ALERT""]",,,[]
2265,DOXYCYCLINE MONOHYDRATE 40MG,"CAP,EC",,,,ORAL,,QDAY,[],,[],F ROSACEA,,[]
2266,ZZ IPRATROPIUM 0.5MG/ALBUT 3MG,"SOLN,INHL",,"MAY 17,2011",,,,Q4H,[],,[],FOR BREATHING,,[]
2267,ZZ IPRATROPIUM 0.5MG/ALBUT 0.3MG,"SOLN,INHL",,"MAY 17,2011",,,,,[],,[],,,[]
2268,ZZ IPRATROPIUM O.5MG/ALBUTEROL 3MG,"SOLN,INHL",,"MAY 17,2011",,,,,[],,[],,,[]
2269,RISPERIDONE 1MG/ML,"SOLN,ORAL",,,,,,DAILY,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2270,ZZ PALIPERIDONE,"INJ,SUSP,SA",,"JAN 15,2021",,INTRAMUSCULAR,,Q MONTH,[],N/F,[],,,[]
2271,MULTIVITAMIN OPHTHALMIC,TAB,,,,ORAL,,DAILY,"[""I-VITE PROTECT OCULAR""]",N/F,[],F EYE HEALTH,,[]
2272,ZZ ETANERCEPT (NB),INJ,,"JUN 24,2018",,SUBCUTANEOUS,,Q WEEK,[],,[],GIVEN IN CLINIC,,[]
2273,ZZ SALICYLIC ACID,"PAD,TOP",,"MAY 27,2011",,TOPICAL,,UD,[],N/F,[],,,[]
2274,ZZ SALICYLIC ACID 17%,"LIQUID,TOP",,"OCT 2,2019",,TOPICAL,,UD,[],N/F,[],,,[]
2275,ZZ NOVOLIN 70/30 PENFILL,INJ,,"FEB 11,2020",,SUBCUTANEOUS,,,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2276,ZZ SALICYLIC ACID 40%,"PAD,TOP",,"DEC 21,2011",,TOPICAL,,Q48H,[],N/F,[],,,[]
2277,SODIUM PHOSPHATE,"INJ,SOLN",,,30D,INTRAVENOUS,,AS DIRECTED,[],,[],,,[]
2278,ZZ SCOPOLAMINE,"SOLN,OPH",,"MAY 22,2012",,OPHTHALMIC,,QID,[],,[],,,[]
