id,Name,PharmacyOrderableItem,DosageForm,DeaSpcl,OrderUnit,PricePerOrderUnit,BenchmarkPricePerDispenseUnit,DispenseUnit,DispenseUnitsPerOrderUnit,PricePerDispenseUnit,NcpdpDispenseUnit,VaPrintName,PackageSize,PackageType,DrugClass,Ndc,ApplicationPackage,Message,Restriction,Strength,Unit,PossibleDosages,LocalPossibleDosage,Synonym,Generic,InactiveDate,PharmacyOrderableItemID,RxCUI,NF
88210,LEVETIRACETAM 10MG/ML/NACL INJ BAG 100ML,LEVETIRACETAM,"INJ,SOLN",6,BG,64.45,0.000,BAG,10,6.4450,,LEVETIRACETAM 10MG/ML/NACL INJ BAG 100ML,100,BAG,CN400 ANTICONVULSANTS,44567-0502-10,UIO,,,10,MG/ML,"[{""Dose"": ""10"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""344567502011""]",LEVETIRACETAM,,2094,1193358,
88277,"LEVETIRACETAM 15MG/ML/NACL INJ,BAG,100ML",LEVETIRACETAM,"INJ,SOLN",6,BG,86.94,0.000,BAG,10,8.6940,,LEVETIRACETAM 15MG/ML/NACL INJ BAG 100ML,100,BAG,CN400 ANTICONVULSANTS,44567-0503-10,UIO,,,15,MG/ML,"[{""Dose"": ""15"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""344567503018"", ""44567-0503-01""]",LEVETIRACETAM,,2094,1193360,
85447,LEVETIRACETAM 250MG TAB,LEVETIRACETAM,TAB,6,BT,4.28,000000.04450,TAB,120,0.0357,EACH,LEVETIRACETAM 250MG TAB,120,BOTTLE,CN400 ANTICONVULSANTS,72865-0187-12,OXU,,,250,MG,"[{""Dose"": ""250"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""500"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""KEPPRA"", ""LEV250"", ""52343-0069-05"", ""316714354019"", ""16714-0354-01""]",LEVETIRACETAM,,1014,311288,
86627,LEVETIRACETAM 500MG SA TAB,LEVETIRACETAM,"TAB,SA",6,BT,40.33,000000.74116,TAB,60,0.6722,,LEVETIRACETAM 500MG SA TAB,60.0,BOTTLE,CN400 ANTICONVULSANTS,60505-3280-06,OXU,,,500,MG,"[{""Dose"": ""500"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""1000"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""KEPPRA"", ""60505-3280-06"", ""60505328006""]",LEVETIRACETAM,,2664,807832,
84510,LEVETIRACETAM 500MG TAB,LEVETIRACETAM,TAB,6,BT,173.42,000000.36318,TAB,500,0.3468,EACH,LEVETIRACETAM 500MG TAB,120,BOTTLE,CN400 ANTICONVULSANTS,16714-0035-02,OX,,,500,MG,"[{""Dose"": ""500"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""1000"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""KEPPRA"", ""LEV500""]",LEVETIRACETAM,,1014,311289,
86280,LEVETIRACETAM 500MG TAB U/D,LEVETIRACETAM,TAB,6,BX,20.0,000000.20940,TAB,100,0.2000,EACH,LEVETIRACETAM 500MG TAB,OTHER,OTHER,CN400 ANTICONVULSANTS,00904-7124-61,U,,,500,MG,"[{""Dose"": ""250"", ""DispenseUnitsPerDose"": "".5""}, {""Dose"": ""500"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""750"", ""DispenseUnitsPerDose"": ""1.5""}, {""Dose"": ""1000"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""KEPPRA"", ""0904605261"", ""16714-0355-02"", ""68180-0113-02"", ""16714-0355-01"", ""16714-0035-01"", ""0100351079821011"", ""35107982120"", ""31671403502"", ""0904712461"", ""16714-0035-02""]",LEVETIRACETAM,,1014,311289,
88280,"LEVETIRACETAM 5MG/ML/NACL INJ,BAG,100ML",LEVETIRACETAM,"INJ,SOLN",6,BG,45.14,0.000,BAG,10,4.5140,,LEVETIRACETAM 5MG/ML/NACL INJ BAG 100ML,100,BAG,CN400 ANTICONVULSANTS,44567-0501-10,UI,,,5,MG/ML,"[{""Dose"": ""5"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""344567501014""]",LEVETIRACETAM,,2094,1193362,
88142,LEVETIRACETAM 750 MG ORAL SUSP TAB,LEVETIRACETAM,"TAB,SUSP,ORAL",6,BX,375.00,000010.76750,TAB,60,6.2500,,LEVETIRACETAM 750MG ORAL SUSP TAB UD,60.0,BLIST PACK,CN400 ANTICONVULSANTS,43485-0103-60,OX,SDR REQUIRED; ORAL SOLUTION TABLET,,750,MG,"[{""Dose"": ""750"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""SPRITAM""]",LEVETIRACETAM,,3483,1736051,N/F
86959,LEVETIRACETAM 750MG ER TAB,LEVETIRACETAM,"TAB,SA",6,BT,392.11,000013.77516,TAB,60,6.5352,,LEVETIRACETAM 750MG SA TAB,60.0,BOTTLE,CN400 ANTICONVULSANTS,50474-0599-66,OUX,,,750,MG,"[{""Dose"": ""750"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""1500"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""KEPPRA""]",LEVETIRACETAM,,2664,846378,
85669,LEVETIRACETAM 750MG TAB,LEVETIRACETAM,TAB,6,BT,39.54,000000.09856,TAB,500,0.0791,EACH,LEVETIRACETAM 750MG TAB,500.0,BOTTLE,CN400 ANTICONVULSANTS,72865-0189-05,OXU,PLEASE BE AWARE THIS IS THE IR FORM OF THIS STRENGTH!,,750,MG,"[{""Dose"": ""750"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""1500"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""KEPPRA"", ""52343-0071-05"", ""16714-0356-02"", ""52343-0071-12"", ""72865-0189-05"", ""65862-0247-08"", ""72865018905"", ""0904712561""]",LEVETIRACETAM,,1014,311290,
1815,LEVOCARNITINE 1GM/10ML ORAL SOLN,LEVOCARNITINE 1GM/10ML,"LIQUID,ORAL",6,BT,27.15,000000.43000,ML,118,0.2301,MILLILITERS,LEVOCARNITINE 1GM/10ML (SF) LIQUID,118.0,BOTTLE,"TN900 THERAPEUTIC NUTRIENTS/MINERALS/ELECTROLYES,OTHER",54482-0148-01,UOX,***SDR REQUIRED***,,1,GM/10ML,[],"[{""LocalPossibleDosage"": ""1 ML"", ""NumericDose"": ""1"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""1 ML (100MG)"", ""NumericDose"": ""1"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""10 ML"", ""NumericDose"": ""10"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""10 ML (1000MG)"", ""NumericDose"": ""10"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""2 ML"", ""NumericDose"": ""2"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""2 ML (200MG)"", ""NumericDose"": ""2"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""3 ML"", ""NumericDose"": ""3"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""3 ML (300MG)"", ""NumericDose"": ""3"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""4 ML"", ""NumericDose"": ""4"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""4 ML (400MG)"", ""NumericDose"": ""4"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""5 ML"", ""NumericDose"": ""5"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""5 ML (500MG)"", ""NumericDose"": ""5"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""6 ML"", ""NumericDose"": ""6"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""6 ML (600MG)"", ""NumericDose"": ""6"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""7 ML"", ""NumericDose"": ""7"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""7 ML (700MG)"", ""NumericDose"": ""7"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""8 ML"", ""NumericDose"": ""8"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""8 ML (800MG)"", ""NumericDose"": ""8"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""9 ML"", ""NumericDose"": ""9"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""9 ML (900MG)"", ""NumericDose"": ""9"", ""DoseUnit"": ""MILLILITER(S)""}]","[""CARNITOR""]",LEVOCARNITINE,,1525,315134,N/F
87261,LEVOCARNITINE 1GM/10ML SUGAR FREE ORAL SOLN,LEVOCARNITINE 1GM/10ML,"LIQUID,ORAL",6,BT,27.15,000000.43000,ML,118,0.2301,,LEVOCARNITINE 1GM/10ML (SF) LIQUID,118.0,BOTTLE,"TN900 THERAPEUTIC NUTRIENTS/MINERALS/ELECTROLYES,OTHER",54482-0148-01,O,***SDR REQUIRED***,,1,GM/10ML,[],"[{""LocalPossibleDosage"": ""1 ML"", ""NumericDose"": ""1"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""1 ML (100MG)"", ""NumericDose"": ""1"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""10 ML"", ""NumericDose"": ""10"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""10 ML (1000MG)"", ""NumericDose"": ""10"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""2 ML"", ""NumericDose"": ""2"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""2 ML (200MG)"", ""NumericDose"": ""2"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""3 ML"", ""NumericDose"": ""3"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""3 ML (300MG)"", ""NumericDose"": ""3"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""4 ML"", ""NumericDose"": ""4"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""4 ML (400MG)"", ""NumericDose"": ""4"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""5 ML"", ""NumericDose"": ""5"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""5 ML (500MG)"", ""NumericDose"": ""5"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""6 ML"", ""NumericDose"": ""6"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""6 ML (600MG)"", ""NumericDose"": ""6"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""7 ML"", ""NumericDose"": ""7"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""7 ML (700MG)"", ""NumericDose"": ""7"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""8 ML"", ""NumericDose"": ""8"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""8 ML (800MG)"", ""NumericDose"": ""8"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""9 ML"", ""NumericDose"": ""9"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""9 ML (900MG)"", ""NumericDose"": ""9"", ""DoseUnit"": ""MILLILITER(S)""}]",[],LEVOCARNITINE,,1525,315134,N/F
87227,LEVOCARNITINE 330MG TAB,LEVOCARNITINE,TAB,6,BX,54.3,000001.25388,TAB,90,0.6033,,LEVOCARNITINE 330MG TAB,90.0,BLIST PACK,"TN900 THERAPEUTIC NUTRIENTS/MINERALS/ELECTROLYES,OTHER",54482-0144-07,O,***SDR REQUIRED***,,330,MG,"[{""Dose"": ""330"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""660"", ""DispenseUnitsPerDose"": ""2""}]",[],[],LEVOCARNITINE,,2872,197448,N/F
85515,LEVOCETIRIZINE 5MG TAB,LEVOCETIRIZINE,TAB,6,BT,16.23,000000.19877,TAB,90,0.1803,EACH,LEVOCETIRIZINE DIHYDROCHLORIDE 5MG TAB,90,BOTTLE,"AH105 ANTIHISTAMINES,PIPERAZINE",69367-0238-09,OX,***SDR REQUIRED***,,5,MG,"[{""Dose"": ""5"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""10"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""XYZAL""]",LEVOCETIRIZINE,,1568,855172,N/F
87612,LEVOFLOXACIN 125MG/5ML ORAL SOLN,LEVOFLOXACIN 125MG/5ML,"SOLN,ORAL",6,BT,345.78,000002.54245,ML,480,0.7204,,LEVOFLOXACIN 125MG/5ML ORAL SOLN,200.0,BOTTLE,AM400 QUINOLONES,00527-1948-70,OU,Refer to Abx Guidelines on Resources Tab,,125,MG/5ML,[],"[{""LocalPossibleDosage"": ""10ML"", ""NumericDose"": ""10"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""5ML"", ""NumericDose"": ""5"", ""DoseUnit"": ""MILLILITER(S)""}]","[""LEVAQUIN""]",LEVOFLOXACIN,,3141,477391,
84881,LEVOFLOXACIN 250MG TAB,LEVOFLOXACIN,TAB,6,BT,16.06,000000.33640,TAB,50,0.3212,EACH,LEVOFLOXACIN 250MG TAB,50,BOTTLE,AM400 QUINOLONES,31722-0721-50,OX,Refer to Abx Guidelines on Resources Tab,,250,MG,"[{""Dose"": ""250"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""LEVAQUIN""]",LEVOFLOXACIN,,1144,199884,
87594,LEVOFLOXACIN 250MG TAB U/D,LEVOFLOXACIN,TAB,6,BX,21.04,000000.22030,TAB,100,0.2104,,LEVOFLOXACIN 250MG TAB,100.0,BLIST PACK,AM400 QUINOLONES,00904-6351-61,U,Refer to Abx Guidelines on Resources Tab,,250,MG,"[{""Dose"": ""250"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""500"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""LEVAQUIN"", ""00904-6351-61"", ""0904635161""]",LEVOFLOXACIN,,1144,199884,
85952,LEVOFLOXACIN 250MG/D5W INJ,LEVOFLOXACIN 250MG/50ML D5W,INJ,6,CS,30.6,000000.08416,ML,1200,0.0255,MILLILITERS,LEVOFLOXACIN 5MG/ML/DEXTROSE IJ BAG 50ML,50 ML,"BAG,I.V.",AM400 QUINOLONES,25021-0132-81,OI,,,5,MG/ML,"[{""Dose"": ""250"", ""DispenseUnitsPerDose"": ""50""}]","[{""LocalPossibleDosage"": ""250MG/50ML"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""LEVAQUIN"", ""00045-0067-01"", ""LEV250"", ""0110350458167013"", ""325021132814""]",LEVOFLOXACIN,,1915,199886,
85492,LEVOFLOXACIN 500MG TAB,LEVOFLOXACIN,TAB,6,BT,21.03,000000.38580,TAB,50,0.4206,EACH,LEVOFLOXACIN 500MG TAB,50,BOTTLE,AM400 QUINOLONES,55111-0280-50,OX,Refer to Abx Guidelines on Resources Tab,,500,MG,"[{""Dose"": ""500"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""LEVAQUIN"", ""LEV500T""]",LEVOFLOXACIN,,1144,199885,
85471,LEVOFLOXACIN 500MG TAB U/D,LEVOFLOXACIN,TAB,6,BX,11,000000.17600,TAB,50,0.2200,EACH,LEVOFLOXACIN 500MG TAB,100,UNIT DOSE,AM400 QUINOLONES,52343-0120-50,U,Refer to Abx Guidelines on Resources Tab,,500,MG,"[{""Dose"": ""250"", ""DispenseUnitsPerDose"": "".5""}, {""Dose"": ""500"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""LEVAQUIN"", ""0904625061"", ""0904635261"", ""0781-5791-50"", ""52343-120-50"", ""55111-0280-50""]",LEVOFLOXACIN,,1144,199885,
85953,LEVOFLOXACIN 500MG/D5W INJ,LEVOFLOXACIN 500MG/100ML D5W,INJ,6,CS,21.29,000000.05833,ML,2400,0.0089,MILLILITERS,LEVOFLOXACIN 5MG/ML/DEXTROS IJ BAG 100ML,100 ML,"BAG,I.V.",AM400 QUINOLONES,25021-0132-82,OI,,,5,MG/ML,"[{""Dose"": ""500"", ""DispenseUnitsPerDose"": ""100""}]","[{""LocalPossibleDosage"": ""500MG/100ML"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""LEVAQUIN"", ""0110350458168010"", ""325021132821""]",LEVOFLOXACIN,,1916,199886,
86425,LEVOFLOXACIN 50MG/ML SUSP (CMPD),LEVOFLOXACIN 50MG/ML (CMPD),SUSP,60M,BT,,0.000,ML,200,0.0000,EACH,,,,AM400 QUINOLONES,,OUX,***SDR REQUIRED***,,,,[],[],"[""LEVSUSP"", ""LEVAQUIN""]",,,2413,82122,N/F
85391,LEVOFLOXACIN 750MG TAB,LEVOFLOXACIN,TAB,6,BT,13.79,000000.72200,TAB,20,0.6895,EACH,LEVOFLOXACIN 750MG TAB,OTHER,OTHER,AM400 QUINOLONES,31722-0723-20,OX,Refer to Abx Guidelines on Resources Tab,,750,MG,"[{""Dose"": ""750"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""LEVAQUIN"", ""LEV750"", ""68180-0242-01"", ""52343-0121-20"", ""00904-6353-61""]",LEVOFLOXACIN,,1144,311296,
86315,LEVOFLOXACIN 750MG TAB U/D,LEVOFLOXACIN,TAB,6,BX,6.42,000000.27500,TAB,20,0.3210,EACH,LEVOFLOXACIN 750MG TAB,OTHER,OTHER,AM400 QUINOLONES,52343-0121-20,U,Refer to Abx Guidelines on Resources Tab,,750,MG,"[{""Dose"": ""750"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""65862-0538-20"", ""0904635361"", ""31722-0723-20""]",LEVOFLOXACIN,,1144,311296,
85785,LEVOFLOXACIN 750MG/D5W INJ,LEVOFLOXACIN 750MG/150ML D5W,INJ,6,CS,82.36,000000.06659,ML,3600,0.0229,MILLILITERS,LEVOFLOXACIN 5MG/ML/DEXTROS IJ BAG 150ML,150 ML,BAG,AM400 QUINOLONES,00409-4444-24,IO,,,5,MG/ML,"[{""Dose"": ""750"", ""DispenseUnitsPerDose"": ""150""}]","[{""LocalPossibleDosage"": ""750MG/150ML"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""LEVAQUIN"", ""00045006601"", ""LEV750"", ""0110350458166016"", ""325021132838""]",LEVOFLOXACIN,,1917,1665515,
85877,LEVONORGESTREL 1.5MG TAB,LEVONORGESTREL (PLAN B),TAB,6,BX,12.89,000013.50000,TAB,1,12.8900,EACH,LEVONORGESTREL (EQV-PLAN B) 1.5MG PKG 1,1.0,BLIST PACK,"HS200 CONTRACEPTIVES,SYSTEMIC",68180-0852-11,OXU,PLAN B,,1.5,MG,"[{""Dose"": ""1.5"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""LEV15"", ""PLAN B"", ""351285146199"", ""350742352012""]",LEVONORGESTREL,,1997,483325,
87632,LEVONORGESTREL 13.5MG INSERT INTRAUTERINE,LEVONORGESTREL 13.5MG,"INSERT,INTRAUTERINE",6,BX,311.75,0.000,MG,13.5,23.0926,,LEVONORGESTREL13.5MG INSERT INTRAUTERINE,1.0,KIT,"HS200 CONTRACEPTIVES,SYSTEMIC",50419-0422-01,O,***SDR REQUIRED***,,13.5,MG,"[{""Dose"": ""13.5"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""SKYLA 13.5MG IUD SYSTEM""]",LEVONORGESTREL,,3172,1366334,N/F
87445,LEVONORGESTREL 17.5MCG/24 HR IUD,LEVONORGESTREL 17.5MCG/24 HR IUD,"INSERT,INTRAUTERINE",6,BX,598.81,001214.63000,EA,1,598.8100,,LEVONORGESTREL19.5MG INSERT INTRAUTERINE,1.0,BOX,"HS200 CONTRACEPTIVES,SYSTEMIC",50419-0424-01,O,***SDR REQUIRED***,,19.5,MG,"[{""Dose"": ""19.5"", ""DispenseUnitsPerDose"": ""1""}]","[{""LocalPossibleDosage"": ""1 IUD"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""INSERT ONE DEVICE"", ""NumericDose"": ""1"", ""DoseUnit"": ""IMPLANT(S)""}]","[""KYLEENA""]",LEVONORGESTREL,,3047,1811886,N/F
84501,LEVONORGESTREL 52MG IUD,LEVONORGESTREL 52MG IUD,"INSERT,INTRAUTERINE",6,BX,435.38,001214.63000,EA,1,435.3800,EACH,LEVONORGESTREL 52MG INSERT INTRAUTERINE,1.0,BOX,"HS200 CONTRACEPTIVES,SYSTEMIC",50419-0423-01,OUX,This is Mirena,,52,MG,"[{""Dose"": ""52"", ""DispenseUnitsPerDose"": ""1""}]","[{""LocalPossibleDosage"": ""INSERT 1 DEVICE"", ""NumericDose"": ""1"", ""DoseUnit"": ""IMPLANT(S)""}]","[""MIRENA"", ""LEV20"", ""350419423014""]",LEVONORGESTREL,,3048,804156,
86075,LEVONORGESTREL 52MG IUD (NB),LEVONORGESTREL 52MG IUD (NB),"INSERT,INTRAUTERINE",6FW,BX,435.38,001214.63000,EA,1,435.3800,EACH,LEVONORGESTREL 52MG INSERT INTRAUTERINE,1.0,BOX,"HS200 CONTRACEPTIVES,SYSTEMIC",50419-0423-01,O,This is Mirena,,52,MG,"[{""Dose"": ""52"", ""DispenseUnitsPerDose"": ""1""}]","[{""LocalPossibleDosage"": ""INSERT 1 DEVICE"", ""NumericDose"": ""1"", ""DoseUnit"": ""IMPLANT(S)""}]",[],LEVONORGESTREL,,3307,804156,
85612,LEVONORGESTREL/EE 0.1/0.02MG TAB,LEVONORGESTREL 0.1MG/EE 0.02MG,TAB,6,BX,14.16,000000.20000,TAB,84,0.1686,EACH,"SRONYX TAB,28",168 6 OF 28,BOX,"HS200 CONTRACEPTIVES,SYSTEMIC",70700-0118-85,OXU,,,,,[],"[{""LocalPossibleDosage"": ""1 TABLET"", ""NumericDose"": ""1"", ""DoseUnit"": ""TABLET(S)""}, {""LocalPossibleDosage"": ""2 TABLETS"", ""NumericDose"": ""2"", ""DoseUnit"": ""TABLET(S)""}]","[""SRONYX"", ""LEVLITE"", ""ORSYTHIA"", ""LARISSIA"", ""VIENVA""]",ETHINYL ESTRADIOL/LEVONORGESTREL,,157,748868,
85780,LEVONORGESTREL/EE 0.15MG/0.03MG TAB,LEVONORGESTREL 0.15MG/EE 0.03MG,TAB,6,BX,12.97,000000.18333,TAB,84,0.1544,EACH,"LEVORA TAB,28",28,CYCLE PAK,"HS200 CONTRACEPTIVES,SYSTEMIC",70700-0116-85,OUX,,,,,[],"[{""LocalPossibleDosage"": ""1 TABLET"", ""NumericDose"": ""1"", ""DoseUnit"": ""TABLET(S)""}, {""LocalPossibleDosage"": ""2 TABLETS"", ""NumericDose"": ""2"", ""DoseUnit"": ""TABLET(S)""}]","[""LEVORA"", ""LEVORA TAB,28""]",ETHINYL ESTRADIOL/LEVONORGESTREL,,2567,748878,
85092,LEVOTHYROXINE 100MCG TAB,LEVOTHYROXINE,TAB,6,BT,87.16,000001.65571,TAB,1000,0.0872,EACH,LEVOTHYROXINE NA (SYNTHROID) 100MCG TAB,1000.0,BOTTLE,HS851 THYROID SUPPLEMENTS,00074-6624-19,OX,,,100,MCG,"[{""Dose"": ""100"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""200"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""SYNTHROID"", ""LEV100"", ""LEVOTHYROXINE NA (SYNTHROID) 0.1MG TAB"", ""0100351079442018"", ""00074662419""]",LEVOTHYROXINE,,283,892246,
86299,LEVOTHYROXINE 100MCG TAB U/D,LEVOTHYROXINE,TAB,6,BX,165.53,000001.65530,TAB,100,1.6553,EACH,LEVOTHYROXINE NA (SYNTHROID) 100MCG TAB,100.0,BLIST PACK,HS851 THYROID SUPPLEMENTS,00074-6624-11,U,,,100,MCG,"[{""Dose"": ""100"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""200"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""SYNTHROID"", ""0110300746624117"", ""0074662419"", ""0074-6624-19"", ""00074-6624-19"", ""00074-6624-11"", ""LEVOTHYROXINE"", ""0100000074662419""]",LEVOTHYROXINE,,283,892246,
86645,LEVOTHYROXINE 112MCG TAB,LEVOTHYROXINE,TAB,6,BT,85.88,000001.65544,TAB,1000,0.0859,,LEVOTHYROXINE NA (SYNTHROID) 112MCG TAB,1000.0,BOTTLE,HS851 THYROID SUPPLEMENTS,00074-9296-19,O,,,112,MCG,"[{""Dose"": ""112"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""224"", ""DispenseUnitsPerDose"": ""2""}]",[],[],LEVOTHYROXINE,,283,966248,
87595,LEVOTHYROXINE 112MCG TAB U/D,LEVOTHYROXINE,TAB,6,BX,58.9,000000.58900,TAB,100,0.5890,,LEVOTHYROXINE NA 112MCG TAB,100.0,BLIST PACK,HS851 THYROID SUPPLEMENTS,42292-0039-20,U,,,112,MCG,"[{""Dose"": ""112"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""224"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""SYNTHROID"", ""00074-9296-19""]",LEVOTHYROXINE,,283,966248,
84465,LEVOTHYROXINE 125MCG TAB,LEVOTHYROXINE,TAB,6,BT,88.25,000001.65636,TAB,1000,0.0883,EACH,LEVOTHYROXINE NA (SYNTHROID) 125MCG TAB,1000.0,BOTTLE,HS851 THYROID SUPPLEMENTS,00074-7068-19,OX,,,125,MCG,"[{""Dose"": ""125"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""250"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""SYNTHROID"", ""LEV125""]",LEVOTHYROXINE,,283,966224,
87789,LEVOTHYROXINE 125MCG TAB U/D,LEVOTHYROXINE,TAB,6,BX,136.18,000001.65530,TAB,100,1.3618,,LEVOTHYROXINE NA (SYNTHROID) 125MCG TAB,100.0,BLIST PACK,HS851 THYROID SUPPLEMENTS,00074-7068-11,U,,,125,MCG,"[{""Dose"": ""125"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""250"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""SYNTHROID"", ""0110300747068118"", ""00074-7068-19"", ""00074706819""]",LEVOTHYROXINE,,283,966224,
87175,LEVOTHYROXINE 137MCG TAB (SYNTHROID),LEVOTHYROXINE,TAB,6,BT,7.95,000001.65644,TAB,90,0.0883,,LEVOTHYROXINE NA (SYNTHROID) 137MCG TAB,90.0,BOTTLE,HS851 THYROID SUPPLEMENTS,00074-3727-90,OXU,BRAND NAME 90'S,,137,MCG,"[{""Dose"": ""137"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""274"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""SYNTHROID"", ""00074-3727-90"", ""69238-1837-01""]",LEVOTHYROXINE,,283,966270,
85093,LEVOTHYROXINE 150MCG TAB,LEVOTHYROXINE,TAB,6,BT,88.04,000001.65645,TAB,1000,0.0880,EACH,LEVOTHYROXINE NA (SYNTHROID) 150MCG TAB,1000.0,BOTTLE,HS851 THYROID SUPPLEMENTS,00074-7069-19,OX,,,150,MCG,"[{""Dose"": ""150"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""300"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""SYNTHROID"", ""LEV150"", ""LEVOTHYROXINE NA (SYNTHROID) 0.15MG TAB"", ""00074-7069-11""]",LEVOTHYROXINE,,283,966225,
